Mass Number (A),Atomic Number (Z),Element,Half-Life (s),Beta Branch Ratio,Beta Partial Half-Life (log(s)),Q_beta- WS4 (keV),Q_beta- WS4+RBF (keV),Pairing Term,Predicted Half-Life (log(s)),Uncertainty (std dev),Lower CI (95%),Upper CI (95%)
92.0,29.0,,,,,25543.300000000003,25552.6,-1,-2.2366579,0.4592143,-3.1367178,-1.3365978
93.0,29.0,,,,,24838.200000000004,24836.2,0,-2.4770641,0.47721368,-3.412403,-1.5417253
94.0,29.0,,,,,26944.300000000003,26934.800000000003,-1,-2.3904223,0.47061053,-3.312819,-1.4680257
95.0,29.0,,,,,26218.999999999985,26205.7,0,-2.647324,0.4902481,-3.6082103,-1.6864378
96.0,29.0,,,,,28085.099999999984,28070.8,-1,-2.5158367,0.48006797,-3.45677,-1.5749035
97.0,29.0,,,,,27429.09999999999,27415.7,0,-2.785395,0.5010333,-3.7674203,-1.8033695
98.0,29.0,,,,,29418.2,29406.9,-1,-2.6642041,0.49144927,-3.6274447,-1.7009635
99.0,29.0,,,,,28790.70000000001,28782.00000000001,0,-2.931995,0.51269525,-3.9368777,-1.9271122
100.0,29.0,,,,,30642.79999999999,30636.90000000001,-1,-2.8155575,0.5032885,-3.802003,-1.829112
101.0,29.0,,,,,30015.59999999999,30012.59999999999,0,-3.0639744,0.523371,-4.0897818,-2.0381672
102.0,29.0,,,,,31665.20000000001,31664.800000000003,-1,-2.9424365,0.5133812,-3.9486637,-1.9362093
103.0,29.0,,,,,31081.70000000001,31083.7,0,-3.1789687,0.5328101,-4.2232766,-2.1346607
104.0,29.0,,,,,32747.89999999998,32751.999999999985,-1,-3.0766146,0.5242222,-4.10409,-2.049139
105.0,29.0,,,,,32134.099999999977,32139.900000000023,0,-3.2924984,0.5422549,-4.355318,-2.2296786
106.0,29.0,,,,,33791.20000000001,33798.30000000002,-1,-3.2060235,0.534842,-4.254314,-2.157733
107.0,29.0,,,,,33301.29999999999,33309.40000000002,0,-3.4146376,0.55251706,-4.497571,-2.3317041
85.0,30.0,,,,,14727.600000000002,14943.300000000005,0,-1.3400042,0.39683768,-2.117806,-0.56220233
86.0,30.0,,,,,13736.600000000002,13863.600000000006,1,-1.5266554,0.40927383,-2.3288321,-0.7244787
87.0,30.0,,,,,16273.3,16378.7,0,-1.5121806,0.40829822,-2.3124452,-0.711916
88.0,30.0,,,,,15488.7,15576.7,1,-1.7216601,0.42260146,-2.549959,-0.8933613
89.0,30.0,,,,,18135.2,18220.800000000003,0,-1.7193291,0.42244014,-2.5473118,-0.89134645
90.0,30.0,,,,,17346.0,17419.9,1,-1.9407687,0.4379948,-2.7992387,-1.0822989
91.0,30.0,,,,,19631.5,19684.8,0,-1.885725,0.43407193,-2.736506,-1.034944
92.0,30.0,,,,,18815.0,18845.200000000004,1,-2.1194105,0.45081586,-3.0030096,-1.2358115
93.0,30.0,,,,,20831.300000000003,20841.500000000004,0,-2.0175676,0.4434052,-2.886642,-1.1484934
94.0,30.0,,,,,19898.3,19894.400000000005,1,-2.2362447,0.45936203,-3.1365943,-1.3358951
95.0,30.0,,,,,22046.000000000007,22034.0,0,-2.1510336,0.45301524,-3.0389435,-1.2631238
96.0,30.0,,,,,21344.10000000001,21328.7,1,-2.3918512,0.47094157,-3.3148966,-1.4688057
97.0,30.0,,,,,23334.5,23319.30000000001,0,-2.3021846,0.46410596,-3.2118323,-1.3925369
98.0,30.0,,,,,22746.999999999985,22733.8,1,-2.5428686,0.4823969,-3.4883666,-1.5973706
99.0,30.0,,,,,24881.79999999999,24871.79999999999,0,-2.4925978,0.4783889,-3.4302402,-1.5549555
100.0,30.0,,,,,24284.50000000001,24277.9,1,-2.706061,0.49499637,-3.6762538,-1.735868
101.0,30.0,,,,,26168.7,26165.5,0,-2.651492,0.49056777,-3.613005,-1.6899793
102.0,30.0,,,,,25478.300000000003,25478.2,1,-2.6263518,0.45115486,-3.5106153,-1.7420883
103.0,30.0,,,,,27141.300000000003,27144.10000000001,0,-2.6107688,0.4553572,-3.503269,-1.7182686
104.0,30.0,,,,,26657.10000000002,26662.40000000001,1,-2.7635024,0.453372,-3.6521115,-1.8748932
105.0,30.0,,,,,28579.40000000001,28586.799999999974,0,-2.7774534,0.45816016,-3.6754475,-1.8794595
106.0,30.0,,,,,27970.40000000001,27979.699999999983,1,-2.9159722,0.45589203,-3.8095207,-2.0224237
107.0,30.0,,,,,29416.800000000047,29427.29999999999,0,-2.8757195,0.45965165,-3.7766368,-1.9748023
108.0,30.0,,,,,28789.400000000023,28800.699999999983,1,-3.0121424,0.4573372,-3.9085233,-2.1157615
109.0,30.0,,,,,30518.099999999977,30529.79999999999,0,-3.0040433,0.4617301,-3.9090343,-2.0990524
110.0,30.0,,,,,30265.60000000001,30277.29999999999,1,-3.183166,0.46023387,-4.0852246,-2.2811077
68.0,31.0,,,,,185.00000000001447,-128.60000000000582,-1,6.30254,1.6366265,3.0947518,9.510328
71.0,31.0,,,,,221.3000000000029,265.19999999998254,0,5.13146,1.3404921,2.5040956,7.758825
80.0,31.0,,,,,9935.5,10099.799999999988,-1,0.14888483,0.44716275,-0.72755414,1.0253239
88.0,31.0,,,,,17677.3,17789.699999999997,-1,-1.4338738,0.40183327,-2.221467,-0.6462805
89.0,31.0,,,,,16639.4,16727.6,0,-1.5820761,0.41171157,-2.3890307,-0.7751214
90.0,31.0,,,,,19276.800000000003,19393.5,-1,-1.5956714,0.41244507,-2.4040637,-0.78727907
91.0,31.0,,,,,18498.2,18598.800000000003,0,-1.7492232,0.42300224,-2.5783076,-0.92013884
92.0,31.0,,,,,20992.4,21061.7,-1,-1.7691524,0.42407376,-2.600337,-0.93796784
93.0,31.0,,,,,20388.4,20422.4,0,-1.9191933,0.43473732,-2.7712784,-1.0671082
94.0,31.0,,,,,22553.3,22560.7,-1,-1.9118233,0.43392393,-2.7623143,-1.0613323
95.0,31.0,,,,,21440.8,21431.9,0,-2.011868,0.44128442,-2.8767855,-1.1469505
96.0,31.0,,,,,23352.3,23335.700000000004,-1,-1.9806416,0.43878397,-2.8406582,-1.120625
97.0,31.0,,,,,22413.6,22395.4,0,-2.095433,0.44729343,-2.9721282,-1.2187378
98.0,31.0,,,,,24333.900000000005,24317.900000000005,-1,-2.081449,0.44593993,-2.9554913,-1.2074068
99.0,31.0,,,,,23607.1,23594.700000000004,0,-2.203559,0.448544,-3.0827053,-1.3244126
100.0,31.0,,,,,25807.09999999999,25799.200000000004,-1,-2.24914,0.45389745,-3.1387792,-1.359501
101.0,31.0,,,,,25150.600000000013,25147.000000000007,0,-2.3822484,0.45154274,-3.2672722,-1.4972246
102.0,31.0,,,,,27138.0,27138.300000000003,-1,-2.4036143,0.4564584,-3.2982726,-1.5089558
103.0,31.0,,,,,26544.79999999999,26548.5,0,-2.543933,0.45423135,-3.4342265,-1.6536394
104.0,31.0,,,,,28290.09999999999,28296.7,-1,-2.537724,0.45863724,-3.4366531,-1.638795
105.0,31.0,,,,,27591.59999999999,27600.800000000003,0,-2.6660485,0.45617113,-3.560144,-1.7719531
106.0,31.0,,,,,29509.7,29521.0,-1,-2.6795216,0.46097338,-3.5830293,-1.7760137
107.0,31.0,,,,,28802.99999999997,28815.999999999985,0,-2.8069127,0.45847932,-3.705532,-1.9082932
108.0,31.0,,,,,30309.4,30323.70000000001,-1,-2.7734938,0.46238855,-3.6797752,-1.8672122
109.0,31.0,,,,,29641.00000000001,29656.00000000001,0,-2.905247,0.4599729,-3.806794,-2.0037
110.0,31.0,,,,,31358.59999999999,31373.70000000001,-1,-2.895883,0.46436104,-3.8060308,-1.9857354
111.0,31.0,,,,,31049.5,31064.29999999999,0,-3.0685596,0.46273264,-3.9755156,-2.1616037
112.0,31.0,,,,,32960.19999999998,32974.09999999998,-1,-3.078266,0.46701694,-3.9936192,-2.1629126
113.0,31.0,,,,,32476.300000000017,32489.10000000001,0,-3.2316062,0.46510097,-4.143204,-2.3200083
89.0,32.0,,,,,13832.200000000004,13915.4,0,-1.288719,0.3925354,-2.0580883,-0.5193497
90.0,32.0,,,,,12926.1,13060.700000000004,1,-1.4364325,0.40228525,-2.2249117,-0.6479534
91.0,32.0,,,,,15711.199999999995,15846.199999999992,0,-1.4990547,0.4061967,-2.2952003,-0.7029091
92.0,32.0,,,,,14835.0,15004.7,1,-1.6220267,0.41467807,-2.4347959,-0.8092576
93.0,32.0,,,,,17286.4,17370.1,0,-1.6408347,0.4156542,-2.4555168,-0.82615244
94.0,32.0,,,,,16481.8,16509.600000000002,1,-1.7691219,0.42467746,-2.6014898,-0.93675405
95.0,32.0,,,,,18829.3,18828.6,0,-1.7795839,0.42508143,-2.6127436,-0.9464243
96.0,32.0,,,,,17974.5,17956.699999999997,1,-1.9005067,0.43285486,-2.7489023,-1.0521111
97.0,32.0,,,,,20050.8,20028.0,0,-1.8894413,0.4326671,-2.7374687,-1.0414138
98.0,32.0,,,,,19227.300000000003,19206.6,1,-2.0121093,0.43663812,-2.86792,-1.1562986
99.0,32.0,,,,,21225.800000000003,21209.9,0,-1.9932399,0.43997055,-2.8555822,-1.1308975
100.0,32.0,,,,,20389.0,20378.9,1,-2.1155949,0.44014898,-2.9782867,-1.2529029
101.0,32.0,,,,,22645.6,22641.2,0,-2.1153023,0.44738021,-2.9921675,-1.238437
102.0,32.0,,,,,21938.5,21939.300000000003,1,-2.2536345,0.44496268,-3.1257613,-1.3815076
103.0,32.0,,,,,23841.10000000001,23845.9,0,-2.2370903,0.44853497,-3.116219,-1.3579618
104.0,32.0,,,,,23235.9,23244.000000000007,1,-2.3760414,0.4463128,-3.2508144,-1.5012684
105.0,32.0,,,,,25131.000000000007,25141.90000000001,0,-2.386895,0.45098305,-3.2708218,-1.5029681
106.0,32.0,,,,,24438.0,24451.300000000003,1,-2.5158463,0.44856137,-3.3950267,-1.6366659
107.0,32.0,,,,,26390.70000000001,26406.2,0,-2.5332599,0.45337567,-3.4218762,-1.6446435
108.0,32.0,,,,,25682.0,25699.2,1,-2.660423,0.45090985,-3.5442064,-1.7766397
109.0,32.0,,,,,27173.20000000001,27191.59999999999,0,-2.625273,0.45473483,-3.5165534,-1.7339927
110.0,32.0,,,,,26385.499999999985,26404.4,1,-2.7434382,0.4520913,-3.629537,-1.8573393
111.0,32.0,,,,,28054.0,28072.699999999983,0,-2.728482,0.45631257,-3.6228547,-1.8341093
112.0,32.0,,,,,27718.300000000003,27736.300000000003,1,-2.8981292,0.45464838,-3.7892401,-2.0070183
113.0,32.0,,,,,29715.5,29732.199999999983,0,-2.9206114,0.4596122,-3.8214512,-2.0197716
114.0,32.0,,,,,29200.79999999999,29215.800000000017,1,-3.0698705,0.4575454,-3.9666595,-2.1730814
115.0,32.0,,,,,30974.9,30988.0,0,-3.4787204,0.5659198,-4.587923,-2.3695176
116.0,32.0,,,,,30416.60000000001,30427.699999999983,1,-3.7515876,0.5904973,-4.9089622,-2.594213
117.0,32.0,,,,,31947.60000000001,31956.79999999999,0,-3.592325,0.5762143,-4.721705,-2.462945
89.0,33.0,,,,,12347.4,12425.299999999996,0,-1.1427466,0.38513303,-1.8976073,-0.3878858
90.0,33.0,,,,,15006.4,15056.1,-1,-1.1987693,0.38882962,-1.9608754,-0.43666327
91.0,33.0,,,,,13952.4,14133.4,0,-1.352309,0.3991154,-2.1345751,-0.5700428
92.0,33.0,,,,,16603.100000000002,16802.2,-1,-1.4069237,0.4028238,-2.1964583,-0.61738896
93.0,33.0,,,,,15576.600000000002,15813.400000000003,0,-1.5643684,0.41368204,-2.3751853,-0.75355154
94.0,33.0,,,,,18197.2,18276.5,-1,-1.6150683,0.41722482,-2.432829,-0.79730767
95.0,33.0,,,,,17362.899999999998,17385.0,0,-1.7975099,0.43018904,-2.6406803,-0.9543394
96.0,33.0,,,,,19794.8,19743.9,-1,-1.8125393,0.43134367,-2.6579728,-0.96710575
97.0,33.0,,,,,18978.9,18970.9,0,-2.0085032,0.44557852,-2.8818371,-1.1351693
98.0,33.0,,,,,21078.0,21052.1,-1,-1.9671547,0.44269353,-2.834834,-1.0994754
99.0,33.0,,,,,20123.4,20102.4,0,-2.1581748,0.45675784,-3.05342,-1.2629294
100.0,33.0,,,,,22193.0,22179.4,-1,-2.1015053,0.45274818,-2.9888916,-1.2141188
101.0,33.0,,,,,21346.9,21341.3,0,-2.314104,0.46858242,-3.2325256,-1.3956826
102.0,33.0,,,,,23697.700000000004,23699.2,-1,-2.283323,0.46656635,-3.197793,-1.368853
103.0,33.0,,,,,22944.8,22951.7,0,-2.5089657,0.48382306,-3.457259,-1.5606725
104.0,33.0,,,,,24840.2,24850.800000000003,-1,-2.4216218,0.47726336,-3.357058,-1.4861856
105.0,33.0,,,,,24099.4,24112.7,0,-2.6503272,0.49514216,-3.6208057,-1.6798486
106.0,33.0,,,,,26073.2,26088.8,-1,-2.5708716,0.48902106,-3.529353,-1.6123903
107.0,33.0,,,,,25307.8,25325.60000000001,0,-2.7982671,0.50720584,-3.7923906,-1.8041437
108.0,33.0,,,,,27281.90000000001,27301.8,-1,-2.712673,0.5004543,-3.6935635,-1.7317824
109.0,33.0,,,,,26593.2,26614.800000000003,0,-2.9578502,0.5205173,-3.978064,-1.9376363
110.0,33.0,,,,,28177.800000000017,28200.7,-1,-2.8167112,0.5090205,-3.8143914,-1.819031
111.0,33.0,,,,,27205.699999999983,27229.0,0,-3.0344176,0.52700996,-4.067357,-2.0014782
112.0,33.0,,,,,28743.0,28765.70000000001,-1,-2.8823636,0.51450324,-3.89079,-1.8739371
113.0,33.0,,,,,28350.60000000001,28372.10000000001,0,-3.1714454,0.5387887,-4.2274714,-2.1154194
114.0,33.0,,,,,30536.20000000001,30555.89999999998,-1,-3.0925188,0.532328,-4.135882,-2.0491557
115.0,33.0,,,,,30032.0,30049.4,0,-3.3684452,0.55607516,-4.4583526,-2.2785378
116.0,33.0,,,,,31876.2,31891.0,-1,-3.2493448,0.5459351,-4.319378,-2.179312
117.0,33.0,,,,,31248.800000000017,31261.0,0,-3.5107737,0.56882405,-4.625669,-2.3958783
118.0,33.0,,,,,32794.399999999994,32804.19999999998,-1,-3.3565361,0.5553893,-4.445099,-2.2679732
119.0,33.0,,,,,32293.4,32301.0,0,-3.6328392,0.5799317,-4.7695055,-2.4961731
120.0,33.0,,,,,34008.59999999998,34014.40000000002,-1,-3.4985588,0.5680988,-4.6120324,-2.385085
92.0,34.0,,,,,9540.9,9732.5,1,-1.0700823,0.38038182,-1.8156307,-0.32453394
93.0,34.0,,,,,12026.499999999993,12364.299999999996,0,-1.1034856,0.38255927,-1.8533018,-0.3536694
94.0,34.0,,,,,11059.1,11381.699999999995,1,-1.2683556,0.39346746,-2.0395517,-0.49715936
95.0,34.0,,,,,13931.400000000003,14043.100000000002,0,-1.3517909,0.39908016,-2.133988,-0.5695938
96.0,34.0,,,,,13102.9,13175.399999999998,1,-1.534987,0.41164115,-2.3418036,-0.7281703
97.0,34.0,,,,,15559.399999999994,15485.6,0,-1.5643445,0.4136802,-2.3751578,-0.75353134
98.0,34.0,,,,,14785.099999999997,14743.700000000004,1,-1.7545896,0.4271138,-2.5917325,-0.9174465
99.0,34.0,,,,,17027.3,16987.7,0,-1.7560761,0.42721722,-2.593422,-0.9187303
100.0,34.0,,,,,16013.3,15994.5,1,-1.9155328,0.43876243,-2.7755072,-1.0555584
101.0,34.0,,,,,17919.5,17911.8,0,-1.8729346,0.43564066,-2.7267904,-1.0190789
102.0,34.0,,,,,17065.2,17067.5,1,-2.054629,0.44907838,-2.9348228,-1.1744354
103.0,34.0,,,,,19421.5,19432.3,0,-2.069101,0.45007807,-2.9512541,-1.1869481
104.0,34.0,,,,,18517.0,18532.6,1,-2.246841,0.46356243,-3.1554234,-1.3382585
105.0,34.0,,,,,20380.2,20397.8,0,-2.1948347,0.45949772,-3.0954504,-1.2942191
106.0,34.0,,,,,19577.6,19596.5,1,-2.3876724,0.47438514,-3.3174672,-1.4578775
107.0,34.0,,,,,21616.3,21636.5,0,-2.3474243,0.47115606,-3.2708902,-1.4239583
108.0,34.0,,,,,20755.0,20777.10000000001,1,-2.5439038,0.4866213,-3.4976816,-1.590126
109.0,34.0,,,,,22572.7,22597.1,0,-2.4645512,0.48033023,-3.4059985,-1.523104
110.0,34.0,,,,,21779.999999999985,21806.4,1,-2.6800416,0.4974822,-3.6551068,-1.7049763
111.0,34.0,,,,,23516.50000000001,23544.200000000004,0,-2.5801382,0.48951966,-3.5395968,-1.6206796
112.0,34.0,,,,,22507.59999999999,22535.60000000001,1,-2.7769685,0.5053282,-3.7674117,-1.7865252
113.0,34.0,,,,,24286.90000000001,24314.0,0,-2.674523,0.49712515,-3.6488883,-1.7001579
114.0,34.0,,,,,23907.300000000017,23932.5,1,-2.951286,0.51976407,-3.9700236,-1.9325485
115.0,34.0,,,,,26205.60000000001,26228.20000000001,0,-2.9113305,0.51664174,-3.9239483,-1.8987126
116.0,34.0,,,,,25965.9,25985.5,1,-3.206216,0.5415398,-4.2676344,-2.144798
117.0,34.0,,,,,28314.699999999983,28331.00000000001,0,-3.1661868,0.5383633,-4.221379,-2.1109948
118.0,34.0,,,,,27557.800000000017,27570.90000000001,1,-3.4045882,0.55898255,-4.500194,-2.3089824
119.0,34.0,,,,,28979.800000000003,28989.800000000017,0,-3.2435951,0.5451111,-4.3120127,-2.1751773
120.0,34.0,,,,,28374.00000000003,28381.399999999965,1,-3.5081272,0.56826276,-4.6219225,-2.3943322
121.0,34.0,,,,,30015.70000000001,30021.0,0,-2.984896,0.5259075,-4.0156746,-1.9541172
122.0,34.0,,,,,29536.10000000001,29539.699999999983,1,-3.1912925,0.544333,-4.2581854,-2.1244
123.0,34.0,,,,,30984.5,30986.9,0,-3.0850654,0.5347782,-4.1332307,-2.0369
78.0,35.0,,,,,300.6999999999971,304.6000000000058,-1,6.622857,1.7218605,3.2480104,9.997704
95.0,35.0,,,,,11880.399999999994,12210.899999999994,0,-1.1017466,0.38185295,-1.8501784,-0.35331476
96.0,35.0,,,,,14905.700000000004,15153.80000000001,-1,-1.1354337,0.3840739,-1.8882186,-0.38264877
97.0,35.0,,,,,14054.900000000009,13987.800000000005,0,-1.3292131,0.3970559,-2.1074429,-0.55098355
98.0,35.0,,,,,16508.300000000003,16584.600000000002,-1,-1.303237,0.39529514,-2.0780153,-0.5284585
99.0,35.0,,,,,15749.4,15735.9,0,-1.506604,0.4092512,-2.3087363,-0.7044716
100.0,35.0,,,,,18278.7,18338.9,-1,-1.4873488,0.40794677,-2.2869244,-0.6877731
101.0,35.0,,,,,17399.0,17340.3,0,-1.6784079,0.42137587,-2.5043046,-0.85251117
102.0,35.0,,,,,19336.5,19358.8,-1,-1.5967616,0.41564354,-2.411423,-0.7821002
103.0,35.0,,,,,18332.300000000003,18349.6,0,-1.7756515,0.42838532,-2.6152868,-0.9360162
104.0,35.0,,,,,20690.7,20716.0,-1,-1.735223,0.42553824,-2.569278,-0.9011681
105.0,35.0,,,,,19732.8,19759.9,0,-1.9274368,0.4394549,-2.7887685,-1.0661051
106.0,35.0,,,,,21619.7,21645.2,-1,-1.836266,0.43284246,-2.6846373,-0.9878948
107.0,35.0,,,,,20760.200000000004,20784.2,0,-2.0390694,0.44774014,-2.91664,-1.1614988
108.0,35.0,,,,,22925.500000000004,22949.599999999995,-1,-1.9813483,0.44358563,-2.8507762,-1.1119204
109.0,35.0,,,,,22009.9,22035.9,0,-2.170442,0.4578775,-3.067882,-1.2730021
110.0,35.0,,,,,23818.800000000003,23847.5,-1,-2.0824494,0.45128578,-2.9669695,-1.1979293
111.0,35.0,,,,,23326.5,23357.800000000003,0,-2.3043458,0.46856558,-3.2227345,-1.3859572
112.0,35.0,,,,,25402.500000000007,25435.499999999985,-1,-2.2604058,0.46508613,-3.1719747,-1.3488369
113.0,35.0,,,,,23912.3,23945.4,0,-2.364198,0.47342116,-3.2921035,-1.4362924
114.0,35.0,,,,,25377.19999999999,25409.00000000001,-1,-2.2592483,0.46500787,-3.1706638,-1.3478328
115.0,35.0,,,,,24883.10000000001,24912.29999999999,0,-2.4630616,0.48150933,-3.4068198,-1.5193033
116.0,35.0,,,,,27142.0,27167.59999999999,-1,-2.4481082,0.4801681,-3.3892376,-1.5069788
117.0,35.0,,,,,27051.00000000001,27072.59999999999,0,-2.6832278,0.49987143,-3.6629758,-1.7034798
118.0,35.0,,,,,29876.59999999999,29893.9,-1,-2.7305796,0.5037222,-3.717875,-1.7432841
119.0,35.0,,,,,29143.0,29156.4,0,-2.8957026,0.51810044,-3.9111795,-1.8802257
120.0,35.0,,,,,30513.499999999985,30523.20000000001,-1,-2.7970178,0.5094098,-3.795461,-1.7985747
121.0,35.0,,,,,29760.599999999977,29767.2,0,-2.9587772,0.5236296,-3.9850912,-1.9324632
122.0,35.0,,,,,31324.199999999983,31328.400000000023,-1,-2.8813548,0.5166931,-3.8940735,-1.8686363
123.0,35.0,,,,,30732.599999999977,30734.9,0,-3.058881,0.532469,-4.10252,-2.0152419
124.0,35.0,,,,,32267.300000000017,32268.5,-1,-2.9793272,0.52524924,-4.008816,-1.9498386
125.0,35.0,,,,,31587.10000000001,31587.60000000001,0,-3.147729,0.5404049,-4.2069225,-2.0885353
126.0,35.0,,,,,33270.100000000035,33270.5,-1,-3.0834482,0.5344581,-4.130986,-2.0359101
101.0,36.0,,,,,14659.399999999998,14737.7,0,-1.3938766,0.4014667,-2.1807513,-0.6070018
102.0,36.0,,,,,13704.300000000005,13705.4,1,-1.5767748,0.41415834,-2.3885252,-0.7650245
103.0,36.0,,,,,15744.2,15723.4,0,-1.5076602,0.40932474,-2.3099365,-0.70538366
104.0,36.0,,,,,14762.000000000004,14802.5,1,-1.6877315,0.42201442,-2.5148797,-0.86058325
105.0,36.0,,,,,17153.6,17199.8,0,-1.6545019,0.4196724,-2.4770598,-0.831944
106.0,36.0,,,,,16251.4,16292.3,1,-1.848361,0.43359277,-2.6982028,-0.9985192
107.0,36.0,,,,,18206.0,18238.5,0,-1.7644763,0.427576,-2.6025252,-0.9264273
108.0,36.0,,,,,17341.3,17368.2,1,-1.9568,0.44167203,-2.822477,-1.0911229
109.0,36.0,,,,,19685.4,19711.1,0,-1.9247527,0.43925402,-2.7856905,-1.0638149
110.0,36.0,,,,,18888.9,18917.2,1,-2.1102827,0.45331332,-2.998777,-1.2217885
111.0,36.0,,,,,20309.300000000007,20342.0,0,-1.9929614,0.4442992,-2.863788,-1.1221349
112.0,36.0,,,,,19079.0,19115.60000000001,1,-2.129335,0.4547822,-3.020708,-1.2379618
113.0,36.0,,,,,21396.599999999995,21435.500000000007,0,-2.1090128,0.4531162,-2.9971206,-1.2209051
114.0,36.0,,,,,20700.800000000003,20739.8,1,-2.2935016,0.4677874,-3.2103648,-1.3766383
115.0,36.0,,,,,22258.0,22294.9,0,-2.1967916,0.46005297,-3.0984955,-1.2950878
116.0,36.0,,,,,21724.7,21757.9,1,-2.3977463,0.47623807,-3.331173,-1.4643197
117.0,36.0,,,,,23598.3,23626.7,0,-2.333097,0.4709745,-3.256207,-1.409987
118.0,36.0,,,,,23488.60000000001,23511.8,1,-2.576975,0.4910245,-3.5393832,-1.614567
119.0,36.0,,,,,26680.800000000003,26698.7,0,-2.6459389,0.49676973,-3.6196074,-1.6722702
120.0,36.0,,,,,25993.70000000001,26006.800000000003,1,-2.831309,0.51260144,-3.836008,-1.8266102
121.0,36.0,,,,,27377.60000000001,27386.300000000003,0,-2.7170384,0.50280446,-3.7025352,-1.7315416
122.0,36.0,,,,,26606.9,26611.999999999985,1,-2.8939373,0.51804715,-3.9093099,-1.878565
123.0,36.0,,,,,28137.00000000001,28139.5,0,-2.7944813,0.509439,-3.7929816,-1.7959808
124.0,36.0,,,,,27519.29999999999,27519.70000000001,1,-2.9868839,0.52619565,-4.0182276,-1.9555404
125.0,36.0,,,,,29146.50000000001,29145.79999999999,0,-2.8972669,0.51833826,-3.91321,-1.8813238
126.0,36.0,,,,,28538.69999999996,28537.5,1,-3.0906727,0.5354059,-4.140068,-2.0412772
127.0,36.0,,,,,30212.70000000001,30211.699999999983,0,-3.0067892,0.52794,-4.0415516,-1.9720268
128.0,36.0,,,,,29644.699999999983,29644.300000000017,1,-3.203236,0.54552925,-4.2724733,-2.1339989
129.0,36.0,,,,,31024.60000000001,31025.20000000001,0,-2.9811857,0.52540153,-4.010973,-1.9513986
130.0,36.0,,,,,30508.4,30510.20000000001,1,-3.2478485,0.5481616,-4.3222456,-2.1734517
86.0,37.0,,,,,2274.0000000000146,1822.199999999997,-1,4.676422,1.3762472,1.9789777,7.3738666
96.0,37.0,,,,,11432.299999999996,11649.600000000006,-1,-0.34715235,0.38521063,-1.1021652,0.40786052
104.0,37.0,,,,,16733.899999999998,16844.799999999996,-1,-1.2936771,0.3953716,-2.0686054,-0.51874876
105.0,37.0,,,,,15740.499999999996,15809.299999999996,0,-1.4775505,0.40795028,-2.277133,-0.67796797
106.0,37.0,,,,,18148.8,18226.000000000007,-1,-1.4252125,0.40451303,-2.218058,-0.63236696
107.0,37.0,,,,,17265.399999999998,17319.8,0,-1.6328323,0.41891152,-2.453899,-0.8117657
108.0,37.0,,,,,19337.3,19372.1,-1,-1.5349727,0.4122758,-2.3430333,-0.7269121
109.0,37.0,,,,,18380.3,18404.7,0,-1.7432334,0.42685983,-2.5798788,-0.9065882
110.0,37.0,,,,,20681.1,20704.4,-1,-1.6591394,0.42120096,-2.4846933,-0.8335855
111.0,37.0,,,,,19900.1,19928.800000000003,0,-1.8842247,0.43728587,-2.7413049,-1.0271443
112.0,37.0,,,,,21890.5,21926.8,-1,-1.770838,0.429363,-2.6123896,-0.9292865
113.0,37.0,,,,,20821.4,20864.0,0,-1.9691968,0.44367373,-2.8387973,-1.0995963
114.0,37.0,,,,,22782.3,22828.0,-1,-1.8530738,0.43545496,-2.7065656,-0.9995821
115.0,37.0,,,,,21976.4,22022.000000000004,0,-2.075849,0.45179382,-2.961365,-1.1903331
116.0,37.0,,,,,23431.6,23474.1,-1,-1.9128127,0.4399257,-2.775067,-1.0505583
117.0,37.0,,,,,22505.3,22542.60000000001,0,-2.1244187,0.45553523,-3.0172677,-1.2315696
118.0,37.0,,,,,24290.4,24321.30000000001,-1,-1.991987,0.44590446,-2.8659596,-1.1180142
119.0,37.0,,,,,24126.0,24150.200000000004,0,-2.2742734,0.46721452,-3.190014,-1.3585329
120.0,37.0,,,,,27623.7,27641.4,-1,-2.3066344,0.47026938,-3.2283626,-1.3849064
121.0,37.0,,,,,27014.09999999999,27026.0,0,-2.5635653,0.49038815,-3.524726,-1.6024045
122.0,37.0,,,,,28415.300000000003,28422.20000000001,-1,-2.3895419,0.47685683,-3.3241813,-1.4549024
123.0,37.0,,,,,27575.90000000001,27578.7,0,-2.622528,0.49522284,-3.593165,-1.6518912
124.0,37.0,,,,,29119.79999999999,29119.79999999999,-1,-2.4633737,0.4827844,-3.409631,-1.5171163
125.0,37.0,,,,,28433.9,28431.90000000001,0,-2.7123544,0.50265455,-3.6975574,-1.7271514
126.0,37.0,,,,,29922.800000000017,29919.70000000001,-1,-2.547469,0.48960456,-3.507094,-1.5878439
127.0,37.0,,,,,29309.29999999999,29305.90000000001,0,-2.8039932,0.5103242,-3.8042288,-1.8037578
128.0,37.0,,,,,31016.90000000001,31013.99999999997,-1,-2.6618953,0.49900112,-3.6399374,-1.6838531
129.0,37.0,,,,,30432.9,30431.10000000001,0,-2.9214935,0.5202867,-3.9412556,-1.9017316
130.0,37.0,,,,,31831.400000000023,31831.0,-1,-2.747189,0.5060976,-3.7391405,-1.7552377
131.0,37.0,,,,,31274.800000000017,31276.099999999977,0,-3.0096421,0.52785945,-4.0442467,-1.9750376
132.0,37.0,,,,,32890.00000000003,32893.0,-1,-2.8621447,0.51579344,-3.8730998,-1.8511895
