Mass Number (A),Atomic Number (Z),Element,Half-Life (s),Beta Branch Ratio,Beta Partial Half-Life (log(s)),Q_beta- WS4 (keV),Q_beta- WS4+RBF (keV),Pairing Term,Predicted Half-Life (log(s)),Uncertainty (std dev),Lower CI (95%),Upper CI (95%)
194.0,63.0,,,,,19845.29999999999,19831.60000000001,-1,-1.9361033,0.4056403,-2.7311583,-1.1410483
195.0,63.0,,,,,19018.300000000003,19006.800000000003,0,-2.1659858,0.43421024,-3.0170379,-1.3149338
196.0,63.0,,,,,20372.60000000001,20363.29999999999,-1,-2.0043674,0.40848458,-2.8049972,-1.2037375
197.0,63.0,,,,,19622.9,19615.60000000001,0,-2.2517025,0.43830988,-3.11079,-1.3926151
198.0,63.0,,,,,21067.4,21061.9,-1,-2.093516,0.41229647,-2.9016173,-1.2854149
199.0,63.0,,,,,19969.09999999999,19965.10000000002,0,-2.302228,0.44064885,-3.1658998,-1.4385562
200.0,63.0,,,,,21003.699999999983,21001.099999999977,-1,-2.0880928,0.41181016,-2.8952408,-1.2809448
201.0,63.0,,,,,20315.29999999999,20314.0,0,-2.3522406,0.44272187,-3.2199755,-1.4845057
202.0,63.0,,,,,21760.0,21759.70000000001,-1,-2.184909,0.41599923,-3.0002675,-1.3695506
203.0,63.0,,,,,21080.60000000001,21081.20000000004,0,-2.4586833,0.44743413,-3.3356543,-1.5817124
204.0,63.0,,,,,22321.699999999983,22322.99999999997,-1,-2.2574623,0.4191002,-3.0788987,-1.4360259
205.0,63.0,,,,,21638.900000000023,21640.9,0,-2.530813,0.45070004,-3.414185,-1.6474409
206.0,63.0,,,,,23096.5,23098.9,-1,-2.3565857,0.4234563,-3.1865602,-1.5266113
207.0,63.0,,,,,22504.800000000017,22507.70000000001,0,-2.6412947,0.4558768,-3.5348134,-1.7477762
208.0,63.0,,,,,23969.29999999999,23972.60000000001,-1,-2.467928,0.42842308,-3.3076372,-1.6282187
209.0,63.0,,,,,23326.79999999999,23330.300000000017,0,-2.7463028,0.4608276,-3.649525,-1.8430808
210.0,63.0,,,,,24463.699999999983,24467.60000000001,-1,-2.5320897,0.43120122,-3.377244,-1.6869353
211.0,63.0,,,,,23899.800000000017,23903.9,0,-2.8190868,0.46494985,-3.7303886,-1.907785
212.0,63.0,,,,,25354.800000000017,25359.199999999983,-1,-2.645714,0.43634945,-3.500959,-1.7904692
213.0,63.0,,,,,24829.5,24834.0,0,-2.9330537,0.47327268,-3.8606682,-2.0054393
214.0,63.0,,,,,26044.599999999977,26049.29999999999,-1,-2.7342389,0.4403386,-3.5973024,-1.8711752
215.0,63.0,,,,,25472.100000000035,25477.00000000003,0,-3.0107675,0.4798679,-3.9513085,-2.0702264
216.0,63.0,,,,,26589.70000000001,26594.70000000001,-1,-2.8047223,0.4434838,-3.6739507,-1.9354941
217.0,63.0,,,,,26026.5,26031.5,0,-3.0779915,0.4856871,-4.029938,-2.1260448
218.0,63.0,,,,,27264.20000000001,27269.399999999965,-1,-2.89134,0.44743183,-3.7683065,-2.0143735
219.0,63.0,,,,,26645.400000000023,26650.599999999977,0,-3.152886,0.49218637,-4.1175714,-2.1882005
171.0,64.0,,,,,7493.800000000003,7491.5,0,-0.36852247,0.38298103,-1.1191653,0.38212037
172.0,64.0,,,,,6492.999999999993,6500.399999999994,1,-0.7062811,0.3572711,-1.4065325,-0.006029725
173.0,64.0,,,,,8450.3,8463.2,0,-0.74831694,0.35819888,-1.4503868,-0.046247125
174.0,64.0,,,,,7461.9000000000015,7477.299999999999,1,-0.92552197,0.36974528,-1.6502228,-0.20082122
175.0,64.0,,,,,9290.4,9306.5,0,-0.8817049,0.36624098,-1.5995373,-0.1638726
176.0,64.0,,,,,8274.099999999999,8288.3,1,-1.0356756,0.37773144,-1.7760293,-0.295322
177.0,64.0,,,,,9890.6,9900.1,0,-0.9611882,0.36948714,-1.6853831,-0.23699337
178.0,64.0,,,,,8859.2,8861.1,1,-1.1160003,0.38289812,-1.8664806,-0.36551994
179.0,64.0,,,,,10669.3,10661.9,0,-1.0611851,0.37492818,-1.7960443,-0.3263259
180.0,64.0,,,,,9822.4,9805.2,1,-1.2453456,0.391413,-2.012515,-0.47817612
181.0,64.0,,,,,11716.4,11690.4,0,-1.1945485,0.3824611,-1.9441723,-0.4449247
182.0,64.0,,,,,10705.0,10672.1,1,-1.3640902,0.39936548,-2.1468465,-0.5813338
183.0,64.0,,,,,11757.5,11720.2,0,-1.2021704,0.3827945,-1.9524477,-0.45189315
184.0,64.0,,,,,11004.8,10965.3,1,-1.4061848,0.40221465,-2.1945255,-0.61784405
185.0,64.0,,,,,12864.5,12824.8,0,-1.3430209,0.3908966,-2.1091783,-0.5768636
186.0,64.0,,,,,11741.6,11703.100000000002,1,-1.5012202,0.4086716,-2.3022165,-0.7002239
187.0,64.0,,,,,13154.899999999998,13118.6,0,-1.4107754,0.40209863,-2.1988888,-0.6226621
188.0,64.0,,,,,12000.100000000006,11966.5,1,-1.5950716,0.4145565,-2.4076023,-0.7825408
189.0,64.0,,,,,13113.999999999993,13083.400000000009,0,-1.4085824,0.40195245,-2.1964092,-0.6207556
190.0,64.0,,,,,12451.0,12423.6,1,-1.6588938,0.41895556,-2.4800467,-0.8377409
191.0,64.0,,,,,15434.500000000007,15410.200000000012,0,-1.7232771,0.42347157,-2.5532813,-0.8932728
192.0,64.0,,,,,14940.4,14919.0,1,-1.9962828,0.44283816,-2.8642457,-1.12832
193.0,64.0,,,,,16413.999999999993,16395.499999999993,0,-1.8580165,0.4329645,-2.706627,-1.0094061
194.0,64.0,,,,,15550.5,15534.599999999991,1,-2.0814698,0.44903642,-2.9615812,-1.2013583
195.0,64.0,,,,,17047.100000000006,17033.800000000003,0,-1.9484572,0.439426,-2.8097322,-1.0871823
196.0,64.0,,,,,16304.89999999998,16294.0,1,-2.1860216,0.45673743,-3.0812268,-1.2908162
197.0,64.0,,,,,17710.100000000006,17701.399999999994,0,-2.0435457,0.44630075,-2.9182951,-1.1687963
198.0,64.0,,,,,16907.399999999994,16900.79999999999,1,-2.2701886,0.46301243,-3.177693,-1.3626842
199.0,64.0,,,,,18316.50000000001,18311.800000000003,0,-2.130834,0.4526865,-3.0180998,-1.2435685
200.0,64.0,,,,,17320.60000000002,17317.60000000002,1,-2.3289518,0.46743336,-3.2451212,-1.4127824
201.0,64.0,,,,,18412.0,18410.300000000017,0,-2.1477144,0.4539295,-3.0374162,-1.2580125
202.0,64.0,,,,,17639.0,17638.600000000006,1,-2.3758857,0.47098577,-3.299018,-1.4527535
203.0,64.0,,,,,19018.9,19019.5,0,-2.235072,0.46040642,-3.1374686,-1.3326752
204.0,64.0,,,,,18330.70000000001,18332.20000000001,1,-2.4749486,0.47855034,-3.4129074,-1.5369899
205.0,64.0,,,,,19605.29999999999,19607.400000000023,0,-2.319604,0.46674278,-3.2344198,-1.404788
206.0,64.0,,,,,18914.60000000001,18917.300000000017,1,-2.5591552,0.48505452,-3.5098622,-1.6084483
207.0,64.0,,,,,20389.099999999977,20392.20000000001,0,-2.43134,0.47522312,-3.3627772,-1.4999027
208.0,64.0,,,,,19800.300000000047,19803.699999999983,1,-2.6861517,0.4950071,-3.6563656,-1.7159379
209.0,64.0,,,,,21209.5,21213.29999999999,0,-2.5501428,0.48439297,-3.499553,-1.6007326
210.0,64.0,,,,,20588.20000000001,20592.20000000001,1,-2.800652,0.5041269,-3.7887406,-1.8125633
211.0,64.0,,,,,21780.5,21784.800000000017,0,-2.634917,0.49101537,-3.5973072,-1.6725268
212.0,64.0,,,,,21219.29999999999,21223.79999999999,1,-2.8931792,0.511591,-3.8958976,-1.8904607
213.0,64.0,,,,,22679.60000000001,22684.29999999999,0,-2.767937,0.50152594,-3.750928,-1.7849461
214.0,64.0,,,,,22140.199999999983,22145.10000000001,1,-3.0263176,0.52247834,-4.050375,-2.00226
215.0,64.0,,,,,23375.300000000017,23380.29999999999,0,-2.871767,0.5098509,-3.871075,-1.8724592
216.0,64.0,,,,,22805.599999999977,22810.79999999999,1,-3.1236517,0.5305494,-4.1635284,-2.083775
217.0,64.0,,,,,23973.4,23978.79999999999,0,-2.96159,0.5171386,-3.9751816,-1.9479984
218.0,64.0,,,,,23398.900000000023,23404.300000000047,1,-3.2110882,0.5378779,-4.265329,-2.1568475
219.0,64.0,,,,,24623.79999999999,24629.20000000007,0,-3.0589187,0.5251244,-4.0881624,-2.029675
220.0,64.0,,,,,24000.29999999993,24005.79999999993,1,-3.3014038,0.54550785,-4.3705993,-2.2322083
221.0,64.0,,,,,25149.100000000035,25154.59999999992,0,-3.138294,0.5317071,-4.18044,-2.096148
222.0,64.0,,,,,24625.70000000001,24631.099999999977,1,-3.3951635,0.5535145,-4.480052,-2.310275
156.0,65.0,,,,,523.6000000000058,223.9000000000088,-1,5.978659,1.573047,2.8954868,9.061831
173.0,65.0,,,,,7560.799999999996,7571.800000000003,0,-0.32323423,0.38771874,-1.083163,0.43669453
174.0,65.0,,,,,9553.700000000004,9568.0,-1,-0.48543674,0.37096977,-1.2125375,0.24166405
175.0,65.0,,,,,8562.000000000004,8580.099999999999,0,-0.6932484,0.35646272,-1.3919153,0.005418539
176.0,65.0,,,,,10432.700000000008,10453.800000000005,-1,-0.69697297,0.34837037,-1.3797789,-0.014167011
177.0,65.0,,,,,9396.800000000005,9417.2,0,-0.8928988,0.3686192,-1.6153924,-0.17040515
178.0,65.0,,,,,11073.699999999995,11089.5,-1,-0.7808309,0.35982528,-1.4860885,-0.075573325
179.0,65.0,,,,,9975.899999999998,9982.1,0,-0.9710541,0.3735178,-1.7031491,-0.23895913
180.0,65.0,,,,,11757.000000000002,11750.7,-1,-0.8742383,0.3674836,-1.5945061,-0.15397048
181.0,65.0,,,,,10876.4,10857.2,0,-1.0951922,0.38141206,-1.8427598,-0.34762454
182.0,65.0,,,,,12840.0,12809.7,-1,-1.022867,0.3768252,-1.7614443,-0.28428954
183.0,65.0,,,,,11735.5,11697.1,0,-1.2137747,0.3890805,-1.9763725,-0.45117688
184.0,65.0,,,,,12882.1,12838.9,-1,-1.0318122,0.37739423,-1.7715049,-0.2921195
185.0,65.0,,,,,12103.4,12058.5,0,-1.2664406,0.3925268,-2.0357933,-0.49708807
186.0,65.0,,,,,14080.699999999995,14036.500000000002,-1,-1.195954,0.38795018,-1.9563363,-0.4355716
187.0,65.0,,,,,12967.4,12925.4,0,-1.3856807,0.40042096,-2.1705058,-0.6008556
188.0,65.0,,,,,14367.199999999995,14328.5,-1,-1.2376965,0.39067337,-2.0034163,-0.4719767
189.0,65.0,,,,,13339.500000000004,13304.399999999998,0,-1.4389102,0.4039868,-2.2307243,-0.6470961
190.0,65.0,,,,,14611.5,14580.199999999995,-1,-1.273776,0.39303976,-2.0441341,-0.5034181
191.0,65.0,,,,,13689.199999999995,13661.499999999993,0,-1.4891338,0.40737486,-2.2875886,-0.6906791
192.0,65.0,,,,,16500.699999999997,16476.4,-1,-1.5350411,0.4105114,-2.3396435,-0.7304387
193.0,65.0,,,,,15964.700000000004,15943.5,0,-1.7977898,0.42870072,-2.6380432,-0.9575364
194.0,65.0,,,,,17599.200000000004,17581.100000000006,-1,-1.6901464,0.42117384,-2.5156472,-0.8646457
195.0,65.0,,,,,16754.399999999994,16739.199999999997,0,-1.9081445,0.43653703,-2.763757,-1.052532
196.0,65.0,,,,,18188.300000000017,18175.800000000003,-1,-1.7750509,0.42710412,-2.612175,-0.93792677
197.0,65.0,,,,,17425.899999999994,17415.90000000001,0,-2.0044045,0.44346058,-2.8735874,-1.1352217
198.0,65.0,,,,,18899.50000000001,18891.800000000003,-1,-1.8767817,0.43429747,-2.7280047,-1.0255587
199.0,65.0,,,,,18075.5,18070.0,0,-2.0976462,0.45025012,-2.9801364,-1.215156
200.0,65.0,,,,,19416.29999999999,19412.60000000001,-1,-1.7150009,0.42487535,-2.5477567,-0.8822452
201.0,65.0,,,,,18399.300000000003,18397.4,0,-1.870496,0.4361848,-2.7254183,-1.0155737
202.0,65.0,,,,,19577.59999999999,19576.999999999985,-1,-1.7329557,0.42616907,-2.568247,-0.8976643
203.0,65.0,,,,,18762.2,18762.89999999998,0,-1.9106159,0.43914145,-2.7713332,-1.0498986
204.0,65.0,,,,,20087.29999999999,20088.9,-1,-1.789216,0.4302435,-2.6324933,-0.94593877
205.0,65.0,,,,,19260.4,19262.699999999983,0,-1.9656117,0.44322038,-2.8343236,-1.0968997
206.0,65.0,,,,,20526.5,20529.399999999965,-1,-1.8377249,0.43378147,-2.6879365,-0.98751324
207.0,65.0,,,,,19796.400000000023,19799.79999999996,0,-2.024119,0.4475931,-2.9014015,-1.1468364
208.0,65.0,,,,,21277.49999999997,21281.20000000001,-1,-1.9212139,0.43990916,-2.7834358,-1.0589919
209.0,65.0,,,,,20648.29999999999,20652.29999999999,0,-2.1174135,0.45463473,-3.0084977,-1.2263294
210.0,65.0,,,,,22043.10000000001,22047.29999999999,-1,-2.0057783,0.44618532,-2.8803015,-1.1312551
211.0,65.0,,,,,21376.5,21380.9,0,-2.1993399,0.46087688,-3.1026585,-1.2960212
212.0,65.0,,,,,22625.70000000001,22630.300000000017,-1,-2.0655239,0.45070326,-2.9489021,-1.1821455
213.0,65.0,,,,,22058.10000000001,22062.9,0,-2.270034,0.46637234,-3.184124,-1.3559443
214.0,65.0,,,,,23536.800000000017,23541.79999999999,-1,-2.159358,0.45786846,-3.0567803,-1.2619358
215.0,65.0,,,,,22974.70000000001,22979.900000000023,0,-2.3654203,0.47386613,-3.294198,-1.4366426
216.0,65.0,,,,,24206.0,24211.300000000047,-1,-2.2280903,0.4631752,-3.1359138,-1.3202668
217.0,65.0,,,,,23635.70000000001,23641.199999999983,0,-2.4339504,0.47930992,-3.3733978,-1.494503
218.0,65.0,,,,,24831.4,24836.99999999997,-1,-2.2922778,0.46817514,-3.209901,-1.3746545
219.0,65.0,,,,,24231.600000000035,24237.29999999999,0,-2.4956405,0.48425263,-3.4447756,-1.5465053
220.0,65.0,,,,,25439.800000000017,25445.600000000035,-1,-2.3547006,0.4730782,-3.2819338,-1.4274673
221.0,65.0,,,,,24848.0,24853.800000000047,0,-2.5594845,0.4894094,-3.5187268,-1.6002421
222.0,65.0,,,,,25998.600000000035,26004.29999999999,-1,-2.4119773,0.47761285,-3.3480985,-1.4758561
223.0,65.0,,,,,25461.79999999993,25467.50000000006,0,-2.6230555,0.49458626,-3.5924444,-1.6536664
224.0,65.0,,,,,26801.800000000047,26807.400000000023,-1,-2.4965813,0.4843777,-3.4459617,-1.5472009
225.0,65.0,,,,,26320.600000000035,26326.0,0,-2.7123685,0.50192785,-3.696147,-1.7285899
163.0,66.0,,,,,37.79999999998836,-244.20000000001164,0,5.0035944,1.3097804,2.4364247,7.570764
174.0,66.0,,,,,4491.099999999991,4496.199999999997,1,0.1336177,0.4445315,-0.73766404,1.0048995
175.0,66.0,,,,,6531.399999999994,6550.9000000000015,0,-0.0407117,0.4289427,-0.88143945,0.80001605
176.0,66.0,,,,,5551.299999999996,5562.5,1,-0.37577882,0.38241217,-1.1253067,0.37374905
177.0,66.0,,,,,7479.700000000004,7507.0,0,-0.4159193,0.3823302,-1.1652865,0.33344793
178.0,66.0,,,,,6462.5,6492.099999999999,1,-0.7119596,0.35772574,-1.4131021,-0.010817111
179.0,66.0,,,,,8218.900000000001,8245.399999999998,0,-0.67453545,0.35612392,-1.3725383,0.023467481
180.0,66.0,,,,,7152.899999999998,7166.200000000001,1,-0.8950726,0.3690977,-1.618504,-0.17164105
181.0,66.0,,,,,8927.200000000003,8922.799999999997,0,-0.8280289,0.36481324,-1.5430629,-0.11299497
182.0,66.0,,,,,8030.500000000002,8008.6,1,-0.99034655,0.3752543,-1.725845,-0.25484812
183.0,66.0,,,,,10032.9,9996.8,0,-0.94981647,0.3726215,-1.6801546,-0.21947831
184.0,66.0,,,,,8740.0,8694.4,1,-1.0673515,0.380292,-1.8127239,-0.3219791
185.0,66.0,,,,,10021.7,9971.5,0,-0.94880605,0.37255612,-1.6790161,-0.21859604
186.0,66.0,,,,,9239.8,9188.899999999998,1,-1.1215665,0.38387212,-1.873956,-0.36917716
187.0,66.0,,,,,11311.499999999996,11262.7,0,-1.0908345,0.38183445,-1.8392301,-0.342439
188.0,66.0,,,,,10264.8,10219.8,1,-1.2328596,0.39130777,-1.9998229,-0.46589637
189.0,66.0,,,,,11751.2,11710.7,0,-1.1393983,0.38505018,-1.8940966,-0.3847
190.0,66.0,,,,,10656.5,10620.6,1,-1.2753267,0.39417607,-2.047912,-0.50274163
191.0,66.0,,,,,12206.600000000002,12175.100000000002,0,-1.1896884,0.38840368,-1.9509597,-0.4284172
192.0,66.0,,,,,11274.7,11247.3,1,-1.3424093,0.39874166,-2.1239429,-0.5608756
193.0,66.0,,,,,13909.300000000005,13885.600000000006,0,-1.3771133,0.40111244,-2.1632938,-0.59093297
194.0,66.0,,,,,13303.999999999993,13283.699999999995,1,-1.5628481,0.41404778,-2.3743818,-0.7513144
195.0,66.0,,,,,14951.800000000005,14934.5,0,-1.4919523,0.40906504,-2.2937198,-0.69018483
196.0,66.0,,,,,14137.699999999995,14123.300000000005,1,-1.6533511,0.4204679,-2.4774683,-0.82923394
197.0,66.0,,,,,15629.900000000009,15618.299999999996,0,-1.5667273,0.4143115,-2.378778,-0.7546767
198.0,66.0,,,,,14844.199999999995,14835.199999999995,1,-1.7304134,0.42599902,-2.5653715,-0.89545536
199.0,66.0,,,,,16341.5,16334.899999999994,0,-1.6451854,0.4198746,-2.4681396,-0.8222311
200.0,66.0,,,,,15468.300000000005,15464.0,1,-1.7998519,0.4310383,-2.644687,-0.95501685
201.0,66.0,,,,,16744.0,16741.59999999999,0,-1.6896594,0.42305467,-2.5188465,-0.8604722
202.0,66.0,,,,,15735.800000000005,15735.200000000012,1,-1.8296192,0.4332134,-2.6787176,-0.98052084
203.0,66.0,,,,,16932.500000000015,16933.20000000001,0,-1.7106049,0.4245591,-2.5427408,-0.8784691
204.0,66.0,,,,,16130.900000000009,16132.700000000012,1,-1.8735821,0.4364417,-2.7290077,-1.0181564
205.0,66.0,,,,,17526.5,17529.199999999997,0,-1.7761335,0.42929325,-2.6175482,-0.9347188
206.0,66.0,,,,,16692.89999999998,16696.20000000001,1,-1.9361122,0.44106603,-2.8006015,-1.0716227
207.0,66.0,,,,,17888.599999999977,17892.300000000017,0,-1.8161654,0.43220618,-2.6632895,-0.9690413
208.0,66.0,,,,,17040.100000000006,17044.199999999983,1,-1.9747458,0.44394282,-2.8448737,-1.1046178
209.0,66.0,,,,,18543.400000000023,18547.70000000004,0,-1.8883789,0.4375007,-2.7458801,-1.0308775
210.0,66.0,,,,,17885.79999999999,17890.300000000017,1,-2.068837,0.4510105,-2.9528174,-1.1848564
211.0,66.0,,,,,19294.60000000001,19299.199999999983,0,-2.274382,0.46040398,-3.176774,-1.3719903
212.0,66.0,,,,,18605.79999999999,18610.5,1,-2.5258548,0.47933266,-3.4653468,-1.5863628
213.0,66.0,,,,,19874.5,19879.4,0,-2.3695328,0.4672896,-3.2854204,-1.4536452
214.0,66.0,,,,,19314.599999999977,19319.70000000001,1,-2.6413867,0.48794636,-3.5977616,-1.6850119
215.0,66.0,,,,,20798.099999999977,20803.399999999965,0,-2.5184848,0.47823673,-3.455829,-1.5811408
216.0,66.0,,,,,20248.70000000001,20254.199999999983,1,-2.792234,0.4993788,-3.7710164,-1.8134515
217.0,66.0,,,,,21490.29999999999,21495.900000000023,0,-2.6312146,0.48665106,-3.5850506,-1.6773785
218.0,66.0,,,,,20934.10000000001,20939.9,1,-2.9040985,0.5079846,-3.8997483,-1.9084487
219.0,66.0,,,,,22201.49999999997,22207.49999999997,0,-2.7469182,0.49540684,-3.7179155,-1.7759209
220.0,66.0,,,,,21605.29999999999,21611.29999999999,1,-3.0137374,0.5165288,-4.026134,-2.0013409
221.0,66.0,,,,,22802.10000000001,22808.199999999983,0,-2.8453088,0.5029461,-3.831083,-1.8595345
222.0,66.0,,,,,22226.899999999965,22233.00000000003,1,-3.1156015,0.52456367,-4.1437464,-2.0874567
223.0,66.0,,,,,23401.599999999977,23407.599999999977,0,-2.94362,0.51055443,-3.9443069,-1.9429332
224.0,66.0,,,,,22901.99999999994,22908.0,1,-3.2258515,0.5333684,-4.2712536,-2.1804495
225.0,66.0,,,,,24247.70000000001,24253.5,0,-3.0806735,0.52129805,-4.102418,-2.0589292
226.0,66.0,,,,,23773.70000000001,23779.29999999999,1,-3.3669178,0.5448021,-4.43473,-2.2991056
227.0,66.0,,,,,24952.99999999994,24958.5,0,-3.1956573,0.5304408,-4.235321,-2.1559932
228.0,66.0,,,,,24375.70000000001,24380.99999999994,1,-3.4657094,0.55291265,-4.5494184,-2.3820007
229.0,66.0,,,,,25570.70000000001,25575.600000000035,0,-3.2962413,0.5386807,-4.3520555,-2.240427
162.0,67.0,,,,,438.3999999999942,354.0,-1,5.571402,1.448701,2.731948,8.410856
164.0,67.0,,,,,1322.0,1120.4999999999854,-1,4.762955,1.2551036,2.302952,7.2229586
165.0,67.0,,,,,76.79999999999563,-111.40000000000146,0,4.811029,1.2641811,2.3332338,7.288824
170.0,67.0,,,,,4290.800000000003,4493.4000000000015,-1,2.2124016,1.004178,0.24421263,4.1805906
176.0,67.0,,,,,7597.9000000000015,7651.699999999997,-1,0.31471533,0.57526577,-0.8128056,1.4422362
177.0,67.0,,,,,6604.799999999996,6620.599999999999,0,-0.050237894,0.45531416,-0.94265366,0.84217787
178.0,67.0,,,,,8566.500000000007,8618.800000000003,-1,-0.048835814,0.4573975,-0.9453349,0.8476633
179.0,67.0,,,,,7550.9000000000015,7596.100000000002,0,-0.35751078,0.3847633,-1.1116469,0.3966253
180.0,67.0,,,,,9360.799999999996,9406.900000000003,-1,-0.33824876,0.38675952,-1.0962974,0.4197999
181.0,67.0,,,,,8284.499999999996,8307.7,0,-0.6614028,0.35458738,-1.356394,0.03358847
182.0,67.0,,,,,10056.699999999995,10054.500000000002,-1,-0.53636277,0.36572906,-1.2531917,0.18046623
183.0,67.0,,,,,9138.1,9111.999999999998,0,-0.8262824,0.36448044,-1.5406641,-0.11190069
184.0,67.0,,,,,11191.899999999998,11147.699999999995,-1,-0.7729059,0.36116394,-1.4807873,-0.065024555
185.0,67.0,,,,,9731.0,9676.2,0,-0.89701253,0.3688451,-1.6199489,-0.17407614
186.0,67.0,,,,,11127.5,11069.0,-1,-0.7660586,0.3607474,-1.4731236,-0.058993697
187.0,67.0,,,,,10326.6,10269.4,0,-0.9687085,0.37331215,-1.7004004,-0.23701668
188.0,67.0,,,,,12450.1,12397.0,-1,-0.94682264,0.37183988,-1.6756289,-0.21801645
189.0,67.0,,,,,11392.8,11345.5,0,-1.1147246,0.38251042,-1.8644451,-0.36500418
190.0,67.0,,,,,12937.8,12896.500000000004,-1,-1.0161878,0.37607315,-1.7532911,-0.27908438
191.0,67.0,,,,,11856.899999999998,11821.3,0,-1.1793334,0.3866388,-1.9371455,-0.42152143
192.0,67.0,,,,,13432.1,13401.6,-1,-1.086465,0.38040245,-1.8320538,-0.34087622
193.0,67.0,,,,,12502.899999999998,12476.699999999995,0,-1.270288,0.39239845,-2.039389,-0.501187
194.0,67.0,,,,,14972.500000000007,14950.0,-1,-1.3012706,0.39390337,-2.0733213,-0.52922
195.0,67.0,,,,,14308.5,14289.4,0,-1.5217333,0.40864685,-2.3226812,-0.72078544
196.0,67.0,,,,,15989.800000000005,15973.699999999995,-1,-1.443805,0.40307367,-2.2338295,-0.6537806
197.0,67.0,,,,,15110.099999999991,15097.0,0,-1.6344666,0.41610274,-2.450028,-0.8189053
198.0,67.0,,,,,16712.1,16701.700000000004,-1,-1.5454994,0.4097178,-2.3485463,-0.74245256
199.0,67.0,,,,,15899.700000000004,15892.000000000007,0,-1.7454176,0.42352894,-2.5755343,-0.91530085
200.0,67.0,,,,,17300.0,17294.79999999999,-1,-1.6285274,0.41520387,-2.442327,-0.8147278
201.0,67.0,,,,,16474.399999999994,16471.500000000015,0,-1.8259912,0.4283072,-2.6654732,-0.986509
202.0,67.0,,,,,17793.800000000003,17792.899999999994,-1,-1.6981525,0.4193927,-2.5201623,-0.8761428
203.0,67.0,,,,,16815.5,16816.300000000003,0,-1.8745875,0.43118748,-2.719715,-1.0294601
204.0,67.0,,,,,18038.4,18040.5,-1,-1.7335391,0.42143837,-2.5595584,-0.9075199
205.0,67.0,,,,,17148.0,17151.199999999997,0,-1.9248588,0.43449312,-2.7764654,-1.0732522
206.0,67.0,,,,,18552.0,18555.90000000001,-1,-1.8057487,0.4256959,-2.6401126,-0.9713847
207.0,67.0,,,,,17798.60000000002,17803.000000000015,0,-2.0318437,0.44274968,-2.899633,-1.1640543
208.0,67.0,,,,,19113.70000000001,19118.300000000017,-1,-1.884543,0.4303861,-2.7280998,-1.0409862
209.0,67.0,,,,,18239.7,18244.39999999998,0,-2.1056771,0.44838262,-2.984507,-1.2268472
210.0,67.0,,,,,19586.5,19591.300000000017,-1,-1.9600785,0.43588215,-2.8144076,-1.1057494
211.0,67.0,,,,,18805.4,18810.300000000017,0,-2.198605,0.45496756,-3.0903416,-1.3068686
212.0,67.0,,,,,20208.60000000001,20213.5,-1,-2.055596,0.44463617,-2.927083,-1.1841092
213.0,67.0,,,,,19516.60000000001,19521.60000000001,0,-2.314309,0.46327555,-3.222329,-1.4062889
214.0,67.0,,,,,20848.60000000001,20853.699999999983,-1,-2.1310797,0.45648146,-3.0257833,-1.236376
215.0,67.0,,,,,20249.10000000001,20254.400000000023,0,-2.4333467,0.47194728,-3.3583634,-1.5083301
216.0,67.0,,,,,21759.29999999999,21764.699999999983,-1,-2.238978,0.47205263,-3.164201,-1.3137548
217.0,67.0,,,,,21161.9,21167.599999999977,0,-2.1924827,0.46184677,-3.0977025,-1.287263
218.0,67.0,,,,,22422.5,22428.399999999965,-1,-2.0712388,0.45268914,-2.9585094,-1.1839681
219.0,67.0,,,,,21800.60000000001,21806.60000000001,0,-2.267912,0.4677108,-3.1846251,-1.3511987
220.0,67.0,,,,,23108.5,23114.70000000001,-1,-2.148547,0.4586775,-3.047555,-1.249539
221.0,67.0,,,,,22525.599999999977,22531.9,0,-2.3532414,0.4744144,-3.2830937,-1.4233892
222.0,67.0,,,,,23742.600000000035,23749.0,-1,-2.220138,0.464279,-3.130125,-1.3101512
223.0,67.0,,,,,23100.600000000035,23107.10000000001,0,-2.4213629,0.47982034,-3.3618107,-1.4809151
224.0,67.0,,,,,24272.300000000017,24278.599999999977,-1,-2.2811022,0.4690774,-3.2004938,-1.3617104
225.0,67.0,,,,,23747.70000000001,23753.99999999997,0,-2.4977558,0.48593932,-3.4501967,-1.5453147
226.0,67.0,,,,,25098.5,25104.70000000001,-1,-2.3766537,0.47664785,-3.3108835,-1.4424238
227.0,67.0,,,,,24628.20000000001,24634.099999999977,0,-2.6009243,0.49429816,-3.5697486,-1.6320999
228.0,67.0,,,,,25906.100000000035,25911.800000000047,-1,-2.4701033,0.48414376,-3.419025,-1.5211815
229.0,67.0,,,,,25369.79999999999,25375.29999999999,0,-2.6881583,0.50145274,-3.6710057,-1.7053108
230.0,67.0,,,,,26610.29999999999,26615.5,-1,-2.5518718,0.49077743,-3.5137956,-1.5899479
231.0,67.0,,,,,25939.800000000047,25944.70000000001,0,-2.7557065,0.5070478,-3.7495203,-1.7618929
232.0,67.0,,,,,27030.899999999965,27035.399999999965,-1,-2.6019878,0.49486548,-3.5719242,-1.6320515
176.0,68.0,,,,,2545.399999999994,2398.600000000006,1,1.4892442,0.61890846,0.2761836,2.7023048
177.0,68.0,,,,,4644.399999999994,4638.300000000003,0,1.0472102,0.6353595,-0.19809449,2.2925148
178.0,68.0,,,,,3652.4999999999927,3626.9000000000015,1,0.70375544,0.5084578,-0.29282182,1.7003326
